
 num     #instances         #bytes  class name
 906:             8            128  com.sun.proxy.$Proxy37
 907:             8            128  com.sun.proxy.$Proxy43
 908:             2            128  java.io.ExpiringCache$1
 909:             4            128  java.security.MessageDigest$Delegate
 910:             4            128  java.util.ServiceLoader
 911:             8            128  java.util.stream.AbstractPipeline$$Lambda$85/1151020327
 912:             8            128  java.util.stream.StreamSpliterators$WrappingSpliterator$$Lambda$86/1712536284
 913:             8            128  java.util.stream.StreamSpliterators$WrappingSpliterator$$Lambda$87/606548741
 914:             1            128  org.apache.catalina.core.StandardEngine
 915:             4            128  org.apache.tomcat.util.collections.SynchronizedStack
 916:             2            128  org.springframework.boot.autoconfigure.template.TemplateAvailabilityProviders$1
 917:             8            128  org.springframework.cglib.core.DebuggingClassWriter$1
 918:             8            128  org.springframework.cglib.core.DuplicatesPredicate
 919:             8            128  org.springframework.cglib.core.EmitUtils$11
 920:             8            128  org.springframework.cglib.core.ReflectUtils$4
 921:             8            128  org.springframework.cglib.reflect.FastClassEmitter$1
 922:             4            128  org.springframework.util.PropertyPlaceholderHelper
 923:             4            128  org.springframework.web.method.annotation.RequestParamMethodArgumentResolver
 924:             2            128  org.springframework.web.servlet.config.annotation.WebMvcConfigurationSupport$EmptyHandlerMapping
 925:             8            128  org.springframework.web.servlet.mvc.condition.HeadersRequestCondition
 926:             8            128  org.springframework.web.servlet.mvc.condition.RequestMethodsRequestCondition
 927:             4            128  sun.nio.ch.ServerSocketAdaptor
 928:             2            128  sun.nio.cs.ext.DoubleByte$Encoder_DBCSONLY
 929:             4            128  sun.reflect.ClassFileAssembler
 930:             4            128  sun.security.provider.SecureRandom
 931:             5            120  [Lcom.fasterxml.jackson.databind.type.TypeModifier;
 932:             5            120  [Ljava.net.InetAddress;
 933:             3            120  [Lorg.springframework.http.HttpMethod;
 934:             5            120  ch.qos.logback.core.pattern.parser.TokenStream$TokenizerState
 935:             5            120  ch.qos.logback.core.subst.Token$Type
 936:             5            120  com.fasterxml.jackson.annotation.Nulls
 937:             5            120  com.fasterxml.jackson.databind.deser.DeserializerCache
 938:             5            120  com.fasterxml.jackson.databind.introspect.SimpleMixInResolver
 939:             5            120  com.fasterxml.jackson.databind.module.SimpleDeserializers
 940:             5            120  com.fasterxml.jackson.databind.ser.SerializerCache
 941:             5            120  com.sun.org.apache.xalan.internal.utils.FeaturePropertyBase$State
 942:             5            120  com.sun.org.apache.xalan.internal.utils.XMLSecurityManager$State
 943:             3            120  com.sun.org.apache.xerces.internal.impl.dtd.XMLEntityDecl
 944:             1            120  com.sun.org.apache.xerces.internal.jaxp.SAXParserImpl$JAXPSAXParser
 945:             5            120  com.sun.org.apache.xerces.internal.util.PropertyState
 946:             5            120  com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$State
 947:             5            120  com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$State
 948:             3            120  com.sun.xml.internal.stream.util.BufferAllocator
 949:             3            120  java.lang.invoke.BoundMethodHandle$Species_LL
 950:             5            120  java.time.format.SignStyle
 951:             3            120  java.util.Collections$SingletonMap
 952:             5            120  java.util.concurrent.atomic.AtomicMarkableReference$Pair
 953:             5            120  java.util.stream.ReferencePipeline$3$1
 954:             5            120  java.util.stream.StreamOpFlag$Type
 955:             5            120  javax.servlet.DispatcherType
 956:             5            120  jdk.xml.internal.JdkXmlFeatures$State
 957:             1            120  org.apache.catalina.connector.Connector
 958:             5            120  org.apache.catalina.core.ContainerBase$StartStopThreadFactory
 959:             5            120  org.hibernate.validator.internal.metadata.raw.ConstrainedElement$ConstrainedElementKind
 960:             3            120  org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor$AutowiredMethodElement
 961:             5            120  org.springframework.boot.ansi.AnsiStyle
 962:             5            120  org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$EnableWebMvcConfiguration$$FastClassBySpringCGLIB$$982f18bb
 963:             5            120  org.springframework.boot.web.servlet.DispatcherType
 964:             5            120  org.springframework.context.annotation.FilterType
 965:             5            120  org.springframework.core.io.DefaultResourceLoader
 966:             5            120  org.springframework.http.HttpStatus$Series
 967:             5            120  org.springframework.http.converter.ByteArrayHttpMessageConverter
 968:             3            120  org.springframework.web.accept.ServletPathExtensionContentNegotiationStrategy
 969:             3            120  org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor
 970:             3            120  org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyMethodProcessor
 971:             5            120  org.yaml.snakeyaml.DumperOptions$ScalarStyle
 972:             3            120  sun.misc.FloatingDecimal$BinaryToASCIIBuffer
 973:             5            120  sun.misc.FloatingDecimal$PreparedASCIIToBinaryBuffer
 974:             3            120  sun.nio.ch.SocketAdaptor
 975:             5            120  sun.nio.fs.WindowsPathType
 976:             5            120  sun.util.resources.ParallelListResourceBundle$KeySet
 977:             2            112  [Lcom.fasterxml.jackson.core.JsonGenerator$Feature;
 978:             3            112  [Lcom.sun.org.apache.xerces.internal.util.XMLAttributesImpl$Attribute;
 979:             2            112  [Ljava.lang.invoke.MethodType;
 980:             1            112  [Ljava.time.LocalTime;
 981:             2            112  [Lorg.springframework.boot.autoconfigure.cache.CacheType;
 982:             1            112  [Lorg.yaml.snakeyaml.tokens.Token$ID;
 983:             2            112  com.sun.org.apache.xerces.internal.util.XMLAttributesIteratorImpl
 984:             7            112  com.sun.proxy.$Proxy39
 985:             7            112  com.sun.proxy.$Proxy49
 986:             2            112  java.net.SocketPermission
 987:             2            112  java.util.zip.ZipFile$ZipFileInputStream
 988:             1            112  org.apache.catalina.core.StandardServer
 989:             1            112  org.apache.tomcat.util.digester.Digester
 990:             2            112  org.springframework.boot.web.client.RestTemplateBuilder
 991:             1            112  org.springframework.context.annotation.ScannedGenericBeanDefinition
 992:             7            112  org.springframework.core.DefaultParameterNameDiscoverer
 993:             7            112  org.springframework.core.LocalVariableTableParameterNameDiscoverer
 994:             7            112  org.springframework.core.StandardReflectionParameterNameDiscoverer
 995:             7            112  org.springframework.web.cors.DefaultCorsProcessor
 996:             1            112  org.springframework.web.servlet.DispatcherServlet
 997:             7            112  org.springframework.web.servlet.mvc.condition.ParamsRequestCondition
 998:             7            112  org.springframework.web.servlet.mvc.condition.RequestConditionHolder
 999:             2            112  sun.nio.cs.ext.DoubleByte$Decoder_DBCSONLY
1000:             1            104  ch.qos.logback.classic.LoggerContext
1001:             1            104  org.apache.tomcat.util.net.SocketProperties
1002:             1            104  org.springframework.web.servlet.view.InternalResourceViewResolver
1003:             2             96  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityManager$State;
1004:             4             96  [Ljava.net.InetSocketAddress;
1005:             4             96  [Lorg.apache.logging.log4j.Marker;
1006:             2             96  [Lorg.apache.logging.log4j.spi.StandardLevel;
1007:             2             96  [Lorg.springframework.boot.logging.LogLevel;
1008:             4             96  ch.qos.logback.core.pattern.parser.Token
1009:             4             96  ch.qos.logback.core.subst.Token
1010:             4             96  com.fasterxml.jackson.annotation.JsonCreator$Mode
1011:             4             96  com.fasterxml.jackson.core.JsonFactory$Feature
1012:             6             96  com.fasterxml.jackson.databind.type.TypeParser
1013:             3             96  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$EnumMapping
1014:             3             96  com.sun.org.apache.xalan.internal.utils.XMLSecurityManager$NameMap
1015:             2             96  com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$ElementStack
1016:             1             96  com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDProcessor
1017:             3             96  com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$NameMap
1018:             6             96  com.sun.proxy.$Proxy44
1019:             3             96  java.io.FileOutputStream
1020:             3             96  java.lang.StringCoding$StringDecoder
1021:             2             96  java.lang.ThreadGroup
1022:             4             96  java.lang.ThreadLocal$ThreadLocalMap
1023:             6             96  java.lang.invoke.LambdaFormEditor
1024:             4             96  java.time.format.DateTimeFormatterBuilder$OffsetIdPrinterParser
1025:             4             96  java.time.format.DateTimeFormatterBuilder$SettingsParser
1026:             4             96  java.time.format.FormatStyle
1027:             2             96  java.util.Properties$LineReader
1028:             4             96  java.util.ServiceLoader$1
1029:             4             96  java.util.concurrent.ConcurrentLinkedQueue
1030:             3             96  java.util.logging.LogManager$LoggerContext$1
1031:             4             96  java.util.regex.Pattern$7
1032:             4             96  java.util.regex.Pattern$CharProperty$1
1033:             3             96  java.util.stream.FindOps$FindOp
1034:             4             96  java.util.stream.ReferencePipeline$7$1
1035:             4             96  java.util.stream.StreamShape
1036:             4             96  javax.management.NotificationBroadcasterSupport
1037:             2             96  javax.management.openmbean.TabularType
1038:             1             96  org.apache.catalina.authenticator.NonLoginAuthenticator
1039:             2             96  org.apache.catalina.mbeans.NamingResourcesMBean
1040:             4             96  org.apache.catalina.webresources.EmptyResource
1041:             4             96  org.apache.commons.logging.LogFactory$LogApi
1042:             3             96  org.apache.tomcat.util.buf.UDecoder$DecodeException
1043:             3             96  org.apache.tomcat.util.collections.SynchronizedQueue
1044:             4             96  org.apache.tomcat.util.digester.ArrayStack
1045:             4             96  org.apache.tomcat.util.net.AbstractEndpoint$Acceptor$AcceptorState
1046:             2             96  org.apache.tomcat.util.net.NioEndpoint$Poller
1047:             1             96  org.apache.tomcat.util.threads.ThreadPoolExecutor
1048:             1             96  org.apache.tomcat.websocket.server.WsServerContainer
1049:             4             96  org.springframework.beans.ExtendedBeanInfo
1050:             2             96  org.springframework.beans.PropertyValue
1051:             2             96  org.springframework.beans.SimpleTypeConverter
1052:             4             96  org.springframework.beans.factory.config.BeanDefinitionHolder
1053:             3             96  org.springframework.beans.factory.support.DefaultListableBeanFactory$DependencyObjectProvider
1054:             4             96  org.springframework.boot.autoconfigure.jmx.JmxAutoConfiguration$$EnhancerBySpringCGLIB$$a65ef90e$$FastClassBySpringCGLIB$$27b0804f
1055:             4             96  org.springframework.boot.autoconfigure.jmx.JmxAutoConfiguration$$FastClassBySpringCGLIB$$e2017fd7
1056:             6             96  org.springframework.boot.convert.CollectionToDelimitedStringConverter
1057:             4             96  org.springframework.context.annotation.ScopedProxyMode
1058:             3             96  org.springframework.core.annotation.AnnotationUtils$$Lambda$109/1849433705
1059:             3             96  org.springframework.core.annotation.MapAnnotationAttributeExtractor
1060:             4             96  org.springframework.core.convert.support.GenericConversionService$Converters
1061:             4             96  org.springframework.core.env.PropertySource$StubPropertySource
1062:             4             96  org.springframework.http.converter.ResourceRegionHttpMessageConverter
1063:             3             96  org.springframework.http.converter.support.AllEncompassingFormHttpMessageConverter
1064:             4             96  org.springframework.util.ConcurrentReferenceHashMap$TaskOption
1065:             6             96  org.springframework.web.accept.HeaderContentNegotiationStrategy
1066:             4             96  org.springframework.web.method.annotation.ModelAttributeMethodProcessor
1067:             3             96  org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistration
1068:             6             96  org.springframework.web.servlet.mvc.condition.ConsumesRequestCondition
1069:             3             96  org.springframework.web.servlet.resource.PathResourceResolver
1070:             4             96  org.yaml.snakeyaml.nodes.NodeId
1071:             2             96  sun.management.GarbageCollectorImpl
1072:             1             96  sun.misc.Launcher$AppClassLoader
1073:             2             96  sun.misc.ProxyGenerator
1074:             3             96  sun.nio.ch.AllocatedNativeObject
1075:             3             96  sun.nio.ch.PollArrayWrapper
1076:             3             96  sun.nio.ch.WindowsSelectorImpl$SubSelector
1077:             4             96  sun.reflect.ByteVectorImpl
1078:             4             96  sun.security.jca.GetInstance$Instance
1079:             1             96  sun.security.jca.ProviderList$1
1080:             1             96  sun.security.provider.Sun
1081:             3             96  sun.util.locale.provider.LocaleResources
1082:             3             96  sun.util.locale.provider.LocaleServiceProviderPool
1083:             2             88  [Ljava.nio.file.attribute.PosixFilePermission;
1084:             1             88  [Lorg.springframework.boot.ansi.AnsiColor;
1085:             1             88  org.springframework.boot.autoconfigure.web.ServerProperties$Tomcat
1086:             1             88  org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$EnableWebMvcConfiguration$$EnhancerBySpringCGLIB$$91e0da72
1087:             1             88  org.springframework.boot.loader.LaunchedURLClassLoader
1088:             1             88  org.springframework.jmx.export.annotation.AnnotationMBeanExporter
1089:             1             88  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping
1090:             1             88  sun.misc.Launcher$ExtClassLoader
1091:             1             88  sun.nio.cs.CharsetMapping
1092:             2             80  [F
1093:             1             80  [Ljava.nio.ByteBuffer;
1094:             1             80  [Ljava.time.temporal.ChronoUnit;
1095:             2             80  [Ljava.util.stream.StreamOpFlag$Type;
1096:             2             80  [Ljavax.servlet.DispatcherType;
1097:             2             80  [Ljavax.validation.executable.ExecutableType;
1098:             1             80  [Ljavax.websocket.CloseReason$CloseCodes;
1099:             2             80  [Lorg.springframework.context.annotation.FilterType;
1100:             4             80  [Lorg.springframework.expression.Expression;
1101:             2             80  [Lorg.springframework.http.HttpStatus$Series;
1102:             2             80  [[S
1103:             5             80  com.fasterxml.jackson.databind.introspect.BasicClassIntrospector
1104:             5             80  com.fasterxml.jackson.databind.jsontype.impl.StdSubtypeResolver
1105:             5             80  com.fasterxml.jackson.databind.module.SimpleKeyDeserializers
1106:             5             80  com.fasterxml.jackson.databind.util.RootNameLookup
1107:             5             80  com.fasterxml.jackson.datatype.jdk8.Jdk8Deserializers
1108:             5             80  com.fasterxml.jackson.datatype.jdk8.Jdk8Serializers
1109:             5             80  com.fasterxml.jackson.datatype.jdk8.Jdk8TypeModifier
1110:             5             80  com.fasterxml.jackson.datatype.jsr310.JavaTimeModule$1
1111:             2             80  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$TabularMapping
1112:             2             80  com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$ElementStack2
1113:             2             80  com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDDescription
1114:             2             80  com.sun.org.apache.xerces.internal.impl.validation.ValidationState
1115:             5             80  com.sun.proxy.$Proxy30
1116:             5             80  com.sun.proxy.$Proxy56
1117:             2             80  java.io.BufferedWriter
1118:             2             80  java.io.ExpiringCache
1119:             5             80  java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet
1120:             5             80  java.util.EnumMap$EntrySet
1121:             5             80  java.util.Hashtable$EntrySet
1122:             2             80  java.util.Locale$Category
1123:             5             80  java.util.concurrent.atomic.AtomicMarkableReference
1124:             2             80  java.util.regex.Pattern$Loop
1125:             2             80  jdk.xml.internal.JdkXmlFeatures$XmlFeature
1126:             1             80  org.apache.catalina.startup.Tomcat$1
1127:             1             80  org.apache.catalina.webresources.StandardRoot
1128:             2             80  org.hibernate.validator.internal.metadata.core.AnnotationProcessingOptionsImpl
1129:             5             80  org.springframework.boot.context.properties.PropertyMapper$Source$$Lambda$295/690521419
1130:             2             80  org.springframework.boot.context.properties.bind.Binder$Context
1131:             2             80  org.springframework.context.event.SimpleApplicationEventMulticaster
1132:             1             80  org.springframework.context.support.PropertySourcesPlaceholderConfigurer
1133:             1             80  org.springframework.web.servlet.handler.BeanNameUrlHandlerMapping
1134:             1             80  org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver
1135:             2             80  sun.management.MemoryManagerImpl
1136:             2             80  sun.misc.Cleaner
1137:             1             80  sun.net.www.protocol.jar.URLJarFile
1138:             1             72  [Ljava.lang.invoke.LambdaFormEditor$Transform$Kind;
1139:             1             72  [Ljavax.management.openmbean.SimpleType;
1140:             3             72  [Ljavax.validation.constraintvalidation.ValidationTarget;
1141:             2             72  [Lorg.springframework.boot.web.servlet.DispatcherType;
1142:             2             72  [Lsun.security.jca.ProviderConfig;
1143:             1             72  ch.qos.logback.core.ConsoleAppender
1144:             3             72  ch.qos.logback.core.pattern.FormatInfo
1145:             3             72  ch.qos.logback.core.spi.FilterReply
1146:             3             72  ch.qos.logback.core.subst.Tokenizer$TokenizerState
1147:             3             72  com.fasterxml.jackson.databind.PropertyName
1148:             3             72  com.fasterxml.jackson.databind.ser.std.NumberSerializer
1149:             3             72  com.fasterxml.jackson.datatype.jsr310.deser.JSR310StringParsableDeserializer
1150:             1             72  com.fasterxml.jackson.module.paramnames.ParameterNamesModule
1151:             3             72  java.lang.annotation.RetentionPolicy
1152:             3             72  java.security.SecurityPermission
1153:             3             72  java.time.format.ResolverStyle
1154:             3             72  java.util.Currency
1155:             1             72  java.util.ResourceBundle$RBClassLoader
1156:             3             72  java.util.logging.LogManager$5
1157:             1             72  java.util.logging.LogManager$RootLogger
1158:             3             72  java.util.regex.Pattern$Prolog
1159:             3             72  java.util.stream.Collector$Characteristics
1160:             3             72  java.util.stream.FindOps$FindSink$OfRef
1161:             3             72  java.util.stream.MatchOps$MatchKind
1162:             3             72  javax.servlet.SessionTrackingMode
1163:             3             72  javax.xml.transform.SecuritySupport$2
1164:             1             72  org.apache.catalina.core.StandardService
1165:             3             72  org.apache.tomcat.util.net.AbstractEndpoint$BindState
1166:             3             72  org.hibernate.validator.internal.metadata.raw.ConfigurationSource
1167:             3             72  org.hibernate.validator.internal.util.ConcurrentReferenceHashMap$ReferenceType
1168:             3             72  org.hibernate.validator.resourceloading.PlatformResourceBundleLocator
1169:             3             72  org.springframework.beans.factory.annotation.Autowire
1170:             3             72  org.springframework.beans.factory.config.EmbeddedValueResolver
1171:             3             72  org.springframework.beans.factory.config.YamlProcessor$ResolutionMethod
1172:             3             72  org.springframework.boot.Banner$Mode
1173:             1             72  org.springframework.boot.SpringApplication
1174:             3             72  org.springframework.boot.WebApplicationType
1175:             3             72  org.springframework.boot.ansi.AnsiOutput$Enabled
1176:             3             72  org.springframework.boot.autoconfigure.condition.ConditionalOnWebApplication$Type
1177:             3             72  org.springframework.boot.autoconfigure.condition.SearchStrategy
1178:             3             72  org.springframework.boot.autoconfigure.web.ErrorProperties$IncludeStacktrace
1179:             1             72  org.springframework.boot.autoconfigure.web.ServerProperties
1180:             3             72  org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter$$EnhancerBySpringCGLIB$$33e4a557$$FastClassBySpringCGLIB$$ffef651e
1181:             3             72  org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter$$FastClassBySpringCGLIB$$99958c00
1182:             1             72  org.springframework.boot.autoconfigure.web.servlet.WelcomePageHandlerMapping
1183:             3             72  org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration$$EnhancerBySpringCGLIB$$529f8f77$$FastClassBySpringCGLIB$$d3927251
1184:             3             72  org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration$$FastClassBySpringCGLIB$$75715220
1185:             3             72  org.springframework.boot.context.properties.source.ConfigurationPropertyState
1186:             1             72  org.springframework.boot.jackson.JsonComponentModule
1187:             3             72  org.springframework.boot.loader.jar.JarFile$JarFileType
1188:             3             72  org.springframework.boot.origin.TextResourceOrigin
1189:             3             72  org.springframework.boot.origin.TextResourceOrigin$Location
1190:             3             72  org.springframework.context.annotation.AnnotationScopeMetadataResolver
1191:             1             72  org.springframework.context.annotation.ClassPathBeanDefinitionScanner
1192:             3             72  org.springframework.core.NamedThreadLocal
1193:             3             72  org.springframework.core.env.MapPropertySource
1194:             3             72  org.springframework.core.env.MutablePropertySources
1195:             3             72  org.springframework.expression.spel.SpelCompilerMode
1196:             3             72  org.springframework.format.datetime.standard.DateTimeFormatterRegistrar$Type
1197:             3             72  org.springframework.jmx.support.RegistrationPolicy
1198:             3             72  org.springframework.util.LinkedCaseInsensitiveMap
1199:             3             72  org.springframework.web.context.support.ServletContextResource
1200:             3             72  org.springframework.web.method.support.HandlerMethodArgumentResolverComposite
1201:             3             72  org.springframework.web.servlet.mvc.method.annotation.RequestAttributeMethodArgumentResolver
1202:             3             72  org.springframework.web.servlet.mvc.method.annotation.SessionAttributeMethodArgumentResolver
1203:             3             72  org.yaml.snakeyaml.DumperOptions$FlowStyle
1204:             3             72  org.yaml.snakeyaml.DumperOptions$LineBreak
1205:             3             72  org.yaml.snakeyaml.introspector.BeanAccess
1206:             3             72  sun.misc.FloatingDecimal$ExceptionalBinaryToASCIIBuffer
1207:             3             72  sun.nio.ch.PipeImpl
1208:             3             72  sun.nio.ch.PipeImpl$Initializer
1209:             3             72  sun.nio.ch.WindowsSelectorImpl$FinishLock
1210:             3             72  sun.nio.ch.WindowsSelectorImpl$StartLock
1211:             3             72  sun.security.provider.PolicyFile$PolicyEntry
1212:             1             72  sun.util.locale.provider.JRELocaleProviderAdapter
1213:             2             64  [Lcom.sun.org.apache.xerces.internal.impl.XMLEntityManager$CharacterBuffer;
1214:             2             64  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$State;
1215:             2             64  [Ljava.lang.annotation.RetentionPolicy;
1216:             2             64  [Ljava.lang.invoke.LambdaFormEditor$Transform;
1217:             2             64  [Ljava.util.stream.Collector$Characteristics;
1218:             2             64  [Ljavax.servlet.SessionTrackingMode;
1219:             1             64  [Lorg.apache.catalina.LifecycleState;
1220:             3             64  [Lorg.apache.catalina.connector.Connector;
1221:             2             64  [Lorg.springframework.beans.factory.annotation.Autowire;
1222:             2             64  [Lorg.springframework.boot.autoconfigure.condition.ConditionalOnWebApplication$Type;
1223:             2             64  [Lorg.springframework.boot.autoconfigure.condition.SearchStrategy;
1224:             2             64  [Lorg.springframework.context.annotation.ScopedProxyMode;
1225:             2             64  [Lorg.springframework.format.datetime.standard.DateTimeFormatterRegistrar$Type;
1226:             2             64  [Lorg.yaml.snakeyaml.nodes.NodeId;
1227:             1             64  [Lsun.reflect.annotation.TypeAnnotation$TypeAnnotationTarget;
1228:             1             64  ch.qos.logback.classic.PatternLayout
1229:             2             64  ch.qos.logback.core.joran.spi.ConsoleTarget
1230:             2             64  ch.qos.logback.core.util.COWArrayList
1231:             2             64  ch.qos.logback.core.util.CachingDateFormatter
1232:             1             64  com.fasterxml.classmate.util.ResolvedTypeCache$CacheMap
1233:             2             64  com.fasterxml.jackson.core.io.SerializedString
1234:             2             64  com.fasterxml.jackson.databind.ser.std.NumberSerializers$DoubleSerializer
1235:             2             64  com.fasterxml.jackson.databind.ser.std.NumberSerializers$IntegerSerializer
1236:             2             64  com.fasterxml.jackson.databind.ser.std.NumberSerializers$LongSerializer
1237:             2             64  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$CollectionMapping
1238:             2             64  com.sun.org.apache.xalan.internal.utils.XMLSecurityPropertyManager$Property
1239:             1             64  com.sun.org.apache.xerces.internal.impl.XMLEntityScanner
1240:             2             64  com.sun.org.apache.xerces.internal.impl.dtd.XMLElementDecl
1241:             2             64  com.sun.org.apache.xerces.internal.jaxp.SAXParserFactoryImpl
1242:             2             64  com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$Property
1243:             4             64  com.sun.proxy.$Proxy12
1244:             4             64  com.sun.proxy.$Proxy29
1245:             4             64  com.sun.proxy.$Proxy33
1246:             4             64  com.sun.proxy.$Proxy41
1247:             4             64  com.sun.proxy.$Proxy48
1248:             4             64  com.sun.proxy.$Proxy51
1249:             4             64  com.sun.proxy.$Proxy52
1250:             4             64  com.sun.proxy.$Proxy8
1251:             2             64  java.io.PrintStream
1252:             4             64  java.lang.ClassLoader$2
1253:             2             64  java.lang.ClassValue$Entry
1254:             2             64  java.lang.StringCoding$StringEncoder
1255:             2             64  java.lang.VirtualMachineError
1256:             2             64  java.lang.ref.ReferenceQueue$Null
1257:             2             64  java.lang.reflect.WeakCache$Factory
1258:             2             64  java.net.Inet6Address
1259:             2             64  java.net.Inet6Address$Inet6AddressHolder
1260:             2             64  java.security.BasicPermissionCollection
1261:             2             64  java.time.format.DateTimeFormatterBuilder$TextPrinterParser
1262:             2             64  java.time.temporal.IsoFields$Unit
1263:             4             64  java.util.Optional
1264:             2             64  java.util.Random
1265:             2             64  java.util.concurrent.CountDownLatch$Sync
1266:             1             64  org.apache.catalina.core.ApplicationContext
1267:             1             64  org.apache.catalina.loader.WebappLoader
1268:             1             64  org.apache.catalina.mapper.Mapper$ContextVersion
1269:             1             64  org.apache.catalina.servlets.DefaultServlet
1270:             1             64  org.apache.catalina.webresources.DirResourceSet
1271:             2             64  org.apache.logging.log4j.util.PropertiesUtil$Environment
1272:             1             64  org.springframework.aop.framework.ProxyFactory
1273:             4             64  org.springframework.beans.ExtendedBeanInfo$PropertyDescriptorComparator
1274:             1             64  org.springframework.beans.factory.config.DependencyDescriptor$1
1275:             2             64  org.springframework.beans.factory.support.BeanDefinitionValueResolver
1276:             1             64  org.springframework.beans.factory.support.DefaultListableBeanFactory$DependencyObjectProvider$2
1277:             1             64  org.springframework.beans.factory.support.DefaultListableBeanFactory$DependencyObjectProvider$3
1278:             1             64  org.springframework.beans.factory.support.DefaultListableBeanFactory$MultiElementDescriptor
1279:             1             64  org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties
1280:             4             64  org.springframework.boot.context.properties.FilteredPropertySources$$Lambda$187/641853239
1281:             1             64  org.springframework.context.annotation.CommonAnnotationBeanPostProcessor
1282:             2             64  org.springframework.context.annotation.ConditionEvaluator$ConditionContextImpl
1283:             1             64  org.springframework.context.annotation.ConfigurationClassPostProcessor
1284:             4             64  org.springframework.core.convert.support.CollectionToArrayConverter
1285:             4             64  org.springframework.core.convert.support.CollectionToStringConverter
1286:             1             64  org.springframework.core.type.classreading.CachingMetadataReaderFactory$LocalResourceCache
1287:             2             64  org.springframework.core.type.filter.AnnotationTypeFilter
1288:             2             64  org.springframework.expression.spel.SpelParserConfiguration
1289:             4             64  org.springframework.format.datetime.DateFormatterRegistrar$CalendarToDateConverter
1290:             4             64  org.springframework.format.datetime.DateFormatterRegistrar$CalendarToLongConverter
1291:             4             64  org.springframework.format.datetime.DateFormatterRegistrar$DateToCalendarConverter
1292:             4             64  org.springframework.format.datetime.DateFormatterRegistrar$DateToLongConverter
1293:             4             64  org.springframework.format.datetime.DateFormatterRegistrar$LongToCalendarConverter
1294:             4             64  org.springframework.format.datetime.DateFormatterRegistrar$LongToDateConverter
1295:             2             64  org.springframework.web.context.support.StandardServletEnvironment
1296:             4             64  org.springframework.web.method.annotation.ModelMethodProcessor
1297:             2             64  org.springframework.web.servlet.config.annotation.ResourceHandlerRegistration
1298:             1             64  org.springframework.web.servlet.view.AbstractCachingViewResolver$2
1299:             4             64  sun.reflect.annotation.AnnotationInvocationHandler$1
1300:             1             56  [Lcom.fasterxml.jackson.annotation.JsonFormat$Shape;
1301:             1             56  [Lcom.sun.org.apache.xerces.internal.impl.XMLScanner$NameType;
1302:             1             56  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityManager$Limit;
1303:             1             56  [Ljava.lang.Runnable;
1304:             1             56  [Ljava.text.Format;
1305:             1             56  [Ljava.util.Map;
1306:             3             56  [Lorg.springframework.context.annotation.ComponentScan$Filter;
1307:             1             56  [Lorg.yaml.snakeyaml.events.Event$ID;
1308:             1             56  [Lsun.util.logging.PlatformLogger$Level;
1309:             1             56  [[I
1310:             1             56  ch.qos.logback.classic.encoder.PatternLayoutEncoder
1311:             1             56  com.fasterxml.classmate.types.ResolvedObjectType
1312:             1             56  com.fasterxml.jackson.datatype.jsr310.ser.ZonedDateTimeSerializer
1313:             1             56  com.sun.org.apache.xerces.internal.jaxp.SAXParserImpl
1314:             1             56  java.util.logging.LogManager
1315:             1             56  java.util.zip.ZipFile$ZipFileInflaterInputStream
1316:             1             56  org.apache.catalina.valves.ErrorReportValve
1317:             1             56  org.apache.catalina.webresources.Cache
1318:             1             56  org.apache.coyote.RequestGroupInfo
1319:             1             56  org.apache.tomcat.util.net.NioSelectorPool
1320:             1             56  org.apache.tomcat.util.scan.StandardJarScanFilter
1321:             1             56  org.apache.tomcat.util.threads.TaskQueue
